Count,Hate Speech,Offensive Language,Neither Count,Class,Tweet,preprocessed_tweet,final_text
3,1,2,0,1,cants da coloreds and da white folk gets along we all be da same cept da colored men gots da bigga dicks,"['cant', 'da', 'colored', 'da', 'white', 'folk', 'get', 'along', 'da', 'cept', 'da', 'colored', 'men', 'gots', 'da', 'bigga', 'dick']",cant da colored da white folk get along da cept da colored men gots da bigga dick
3,0,0,3,2,cardinals score st they lead  in the top rd with birds on base nlcs sfvsstl,"['cardinal', 'score', 'st', 'lead', 'top', 'rd', 'bird', 'base', 'nlcs', 'sfvsstl']",cardinal score st lead top rd bird base nlcs sfvsstl
3,0,3,0,1,carl try eat the pussy but that big ass nose be fucking shit up,"['carl', 'try', 'eat', 'pussy', 'big', 'as', 'nose', 'fucking', 'shit']",carl try eat pussy big as nose fucking shit
3,0,3,0,1,carol is gonna george and lenny this bitch,"['carol', 'gon', 'na', 'george', 'lenny', 'bitch']",carol gon na george lenny bitch
3,0,3,0,1,carrahs a bitch,"['carrahs', 'bitch']",carrahs bitch
6,0,6,0,1,carter needs to shut the fuck up fucking bitch ass always trying to start shit,"['carter', 'need', 'shut', 'fuck', 'fucking', 'bitch', 'as', 'always', 'trying', 'start', 'shit']",carter need shut fuck fucking bitch as always trying start shit
3,0,0,3,2,casey matthews is so trash this is big,"['casey', 'matthew', 'trash', 'big']",casey matthew trash big
3,0,3,0,1,catch me fuckin off tonight viplounge nolinenowait in that bitch as well meetmethere httptcozqvgmlzqfe,"['catch', 'fuckin', 'tonight', 'viplounge', 'nolinenowait', 'bitch', 'well', 'meetmethere', 'httptcozqvgmlzqfe']",catch fuckin tonight viplounge nolinenowait bitch well meetmethere httptcozqvgmlzqfe
3,0,3,0,1,catch me on the episode of vampire diaries tomorrow night i bitch slap katgraham,"['catch', 'episode', 'vampire', 'diary', 'tomorrow', 'night', 'bitch', 'slap', 'katgraham']",catch episode vampire diary tomorrow night bitch slap katgraham
3,0,3,0,1,catch this jet hoe,"['catch', 'jet', 'hoe']",catch jet hoe
3,0,3,0,1,catch up with the lingo itty bitty bitch,"['catch', 'lingo', 'itty', 'bitty', 'bitch']",catch lingo itty bitty bitch
3,0,3,0,1,cause im a trophy hunting little bitch,"['cause', 'im', 'trophy', 'hunting', 'little', 'bitch']",cause im trophy hunting little bitch
3,0,3,0,1,cause im the type of nighha to joke on you or to play around so dont be a little bitch,"['cause', 'im', 'type', 'nighha', 'joke', 'play', 'around', 'dont', 'little', 'bitch']",cause im type nighha joke play around dont little bitch
3,0,3,0,1,cause lsu trash rt breesindacut why they doin the college playoff ranking shit so early,"['cause', 'lsu', 'trash', 'rt', 'breesindacut', 'doin', 'college', 'playoff', 'ranking', 'shit', 'early']",cause lsu trash rt breesindacut doin college playoff ranking shit early
3,0,3,0,1,cause bitch i rather eat pussy then get mine ate,"['cause', 'bitch', 'rather', 'eat', 'pussy', 'get', 'mine', 'ate']",cause bitch rather eat pussy get mine ate
3,0,3,0,1,cause you know yall hoes play entirely too much,"['cause', 'know', 'yall', 'hoe', 'play', 'entirely', 'much']",cause know yall hoe play entirely much
3,0,1,2,2,cavs trash too,"['cavs', 'trash']",cavs trash
3,1,2,0,1,cay got her whole lit new clicc from her school amp be on that bitch shit too me like  okay but anyways we still dem girlz,"['cay', 'got', 'whole', 'lit', 'new', 'clicc', 'school', 'amp', 'bitch', 'shit', 'like', 'okay', 'anyways', 'still', 'dem', 'girlz']",cay got whole lit new clicc school amp bitch shit like okay anyways still dem girlz
3,1,2,0,1,cay said well bitch i thot you was on house arrest so you aint walking no where omg i hate her,"['cay', 'said', 'well', 'bitch', 'thot', 'house', 'arrest', 'aint', 'walking', 'omg', 'hate']",cay said well bitch thot house arrest aint walking omg hate
3,3,0,0,0,ceasefirelets see how long those towel heads can go without trying to attack israel then cry to national media when they get popped again,"['ceasefirelets', 'see', 'long', 'towel', 'head', 'go', 'without', 'trying', 'attack', 'israel', 'cry', 'national', 'medium', 'get', 'popped']",ceasefirelets see long towel head go without trying attack israel cry national medium get popped
3,1,2,0,1,celebratin while you hatin bitch,"['celebratin', 'hatin', 'bitch']",celebratin hatin bitch
3,0,2,1,1,celebrities teeth really be white as shit i mean dont get me wrong my shit aint yellow by far but i need whatever toothpaste they be using,"['celebrity', 'teeth', 'really', 'white', 'shit', 'mean', 'dont', 'get', 'wrong', 'shit', 'aint', 'yellow', 'far', 'need', 'whatever', 'toothpaste', 'using']",celebrity teeth really white shit mean dont get wrong shit aint yellow far need whatever toothpaste using
3,3,0,0,0,celtic means white trash if someone says theyre celtic it means theyre white trash,"['celtic', 'mean', 'white', 'trash', 'someone', 'say', 'theyre', 'celtic', 'mean', 'theyre', 'white', 'trash']",celtic mean white trash someone say theyre celtic mean theyre white trash
3,0,0,3,2,chaber books bragadayjah  httptcobtmlynnkzp nimrod the cushite first king of the earth see bragadayjah,"['chaber', 'book', 'bragadayjah', 'httptcobtmlynnkzp', 'nimrod', 'cushite', 'first', 'king', 'earth', 'see', 'bragadayjah']",chaber book bragadayjah httptcobtmlynnkzp nimrod cushite first king earth see bragadayjah
3,0,0,3,2,chaber books bragadayjah  httptcoqtrlzcsdj further restrictions on eating certain insects and birds,"['chaber', 'book', 'bragadayjah', 'httptcoqtrlzcsdj', 'restriction', 'eating', 'certain', 'insect', 'bird']",chaber book bragadayjah httptcoqtrlzcsdj restriction eating certain insect bird
3,1,2,0,1,chad jordan in this bitch,"['chad', 'jordan', 'bitch']",chad jordan bitch
3,0,1,2,2,chance is trash,"['chance', 'trash']",chance trash
3,0,3,0,1,chances make champions nicca aint nothing stopping you,"['chance', 'make', 'champion', 'nicca', 'aint', 'nothing', 'stopping']",chance make champion nicca aint nothing stopping
3,0,3,0,1,chances make champions nicca aint nothing stopping you,"['chance', 'make', 'champion', 'nicca', 'aint', 'nothing', 'stopping']",chance make champion nicca aint nothing stopping
3,0,3,0,1,change the game on u bitches,"['change', 'game', 'u', 'bitch']",change game u bitch
3,0,1,2,2,charbroiled cod yellow rice sauted spinach and artichoke hearts made with love for voxpulchra httptcovwjwlghrgo,"['charbroiled', 'cod', 'yellow', 'rice', 'sauted', 'spinach', 'artichoke', 'heart', 'made', 'love', 'voxpulchra', 'httptcovwjwlghrgo']",charbroiled cod yellow rice sauted spinach artichoke heart made love voxpulchra httptcovwjwlghrgo
3,0,3,0,1,charlene crave colored cock,"['charlene', 'crave', 'colored', 'cock']",charlene crave colored cock
3,0,1,2,2,charles tillmans eyes are more yellow than corn,"['charles', 'tillmans', 'eye', 'yellow', 'corn']",charles tillmans eye yellow corn
3,0,2,1,1,charles was eatin trash ass dominoes in that picyou know he was still poor at the time lol,"['charles', 'eatin', 'trash', 'as', 'domino', 'picyou', 'know', 'still', 'poor', 'time', 'lol']",charles eatin trash as domino picyou know still poor time lol
3,0,0,3,2,charlie baker for mass govthe most lib newspaper in most lib state supports r for gov dog httptcodrsxoztrui via bostonglobe,"['charlie', 'baker', 'mass', 'govthe', 'lib', 'newspaper', 'lib', 'state', 'support', 'r', 'gov', 'dog', 'httptcodrsxoztrui', 'via', 'bostonglobe']",charlie baker mass govthe lib newspaper lib state support r gov dog httptcodrsxoztrui via bostonglobe
3,0,0,3,2,charlie baltimore look good for,"['charlie', 'baltimore', 'look', 'good']",charlie baltimore look good
3,0,0,3,2,charlie clips vs yung ill review httptcotwhjwqjq,"['charlie', 'clip', 'v', 'yung', 'ill', 'review', 'httptcotwhjwqjq']",charlie clip v yung ill review httptcotwhjwqjq
3,0,0,3,2,charlie crist r i d  fl rumored to demand a recount sayfie,"['charlie', 'crist', 'r', 'fl', 'rumored', 'demand', 'recount', 'sayfie']",charlie crist r fl rumored demand recount sayfie
3,0,0,3,2,charlie crist losing  florida jobs to raise minimum wage is worth it  conservative byte httptcoyjyjyfl via conservativebyt,"['charlie', 'crist', 'losing', 'florida', 'job', 'raise', 'minimum', 'wage', 'worth', 'conservative', 'byte', 'httptcoyjyjyfl', 'via', 'conservativebyt']",charlie crist losing florida job raise minimum wage worth conservative byte httptcoyjyjyfl via conservativebyt
3,0,1,2,2,charlie crist and rick scott are both scumbags however interesting that crist has yet to run one just one positive political ad,"['charlie', 'crist', 'rick', 'scott', 'scumbags', 'however', 'interesting', 'crist', 'yet', 'run', 'one', 'one', 'positive', 'political', 'ad']",charlie crist rick scott scumbags however interesting crist yet run one one positive political ad
3,0,0,3,2,charlie crist has asked to keep polls in broward open until pm claiming long lines media reports say turnout light in broward,"['charlie', 'crist', 'asked', 'keep', 'poll', 'broward', 'open', 'pm', 'claiming', 'long', 'line', 'medium', 'report', 'say', 'turnout', 'light', 'broward']",charlie crist asked keep poll broward open pm claiming long line medium report say turnout light broward
3,0,0,3,2,charlie crist wins democratic primary in florida governors race ap projects httptcogyurbtqq via wsj,"['charlie', 'crist', 'win', 'democratic', 'primary', 'florida', 'governor', 'race', 'ap', 'project', 'httptcogyurbtqq', 'via', 'wsj']",charlie crist win democratic primary florida governor race ap project httptcogyurbtqq via wsj
3,0,0,3,2,charlie crist outlawed hated rediculed and vilified for shaking the presidents hand what a country what a democracy,"['charlie', 'crist', 'outlawed', 'hated', 'rediculed', 'vilified', 'shaking', 'president', 'hand', 'country', 'democracy']",charlie crist outlawed hated rediculed vilified shaking president hand country democracy
3,0,0,3,2,charlie daniels goes off on satanic evil httptcohawjfavuz,"['charlie', 'daniel', 'go', 'satanic', 'evil', 'httptcohawjfavuz']",charlie daniel go satanic evil httptcohawjfavuz
3,0,0,3,2,charlie daniels couldve done a better job mnf,"['charlie', 'daniel', 'couldve', 'done', 'better', 'job', 'mnf']",charlie daniel couldve done better job mnf
3,0,0,3,2,charlie furbush whydidigoogle midnight,"['charlie', 'furbush', 'whydidigoogle', 'midnight']",charlie furbush whydidigoogle midnight
3,0,0,3,2,charlie jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head,"['charlie', 'jacob', 'got', 'confused', 'ice', 'bucket', 'challenge', 'instead', 'dumped', 'bucket', 'diamond', 'head']",charlie jacob got confused ice bucket challenge instead dumped bucket diamond head
3,0,0,3,2,charlie kimball i had nowhere to go httptcoxgyzkot indycar mavtv,"['charlie', 'kimball', 'nowhere', 'go', 'httptcoxgyzkot', 'indycar', 'mavtv']",charlie kimball nowhere go httptcoxgyzkot indycar mavtv
3,0,0,3,2,charlie parr mountain top music fest httptcobguwdpznn,"['charlie', 'parr', 'mountain', 'top', 'music', 'fest', 'httptcobguwdpznn']",charlie parr mountain top music fest httptcobguwdpznn
3,0,0,3,2,charlie sheen,"['charlie', 'sheen']",charlie sheen
3,0,0,3,2,charlie sheen never disappoints,"['charlie', 'sheen', 'never', 'disappoints']",charlie sheen never disappoints
3,0,0,3,2,charlie sheen wants to return to two and a half men  httptcokvmdogdclq,"['charlie', 'sheen', 'want', 'return', 'two', 'half', 'men', 'httptcokvmdogdclq']",charlie sheen want return two half men httptcokvmdogdclq
3,0,0,3,2,charlie sheens video message to president obama httptcokcrwtbcqzd,"['charlie', 'sheen', 'video', 'message', 'president', 'obama', 'httptcokcrwtbcqzd']",charlie sheen video message president obama httptcokcrwtbcqzd
3,0,0,3,2,charlie and i love that dog httptcoaqxiygov,"['charlie', 'love', 'dog', 'httptcoaqxiygov']",charlie love dog httptcoaqxiygov
3,0,0,3,2,charlie and ron has constantly put out heat for their entire careers,"['charlie', 'ron', 'constantly', 'put', 'heat', 'entire', 'career']",charlie ron constantly put heat entire career
3,0,0,3,2,charlie bit me,"['charlie', 'bit']",charlie bit
3,0,3,0,1,charlie horses suck ass ouch,"['charlie', 'horse', 'suck', 'as', 'ouch']",charlie horse suck as ouch
3,0,2,1,1,charlie is an ol hatin fool scandal,"['charlie', 'ol', 'hatin', 'fool', 'scandal']",charlie ol hatin fool scandal
3,0,0,3,2,charlie is so adorable httptcotmpbyyjgfl,"['charlie', 'adorable', 'httptcotmpbyyjgfl']",charlie adorable httptcotmpbyyjgfl
3,0,0,3,2,charlie looking like hes the one that made that,"['charlie', 'looking', 'like', 'he', 'one', 'made']",charlie looking like he one made
3,0,3,0,1,charlie not fukin around in austin every week somebody getting kicked off the team,"['charlie', 'fukin', 'around', 'austin', 'every', 'week', 'somebody', 'getting', 'kicked', 'team']",charlie fukin around austin every week somebody getting kicked team
3,0,0,3,2,charlie xcx is bae,"['charlie', 'xcx', 'bae']",charlie xcx bae
3,0,3,0,1,chase really got hoes in every state its crazy his  name the truth,"['chase', 'really', 'got', 'hoe', 'every', 'state', 'crazy', 'name', 'truth']",chase really got hoe every state crazy name truth
6,0,6,0,1,chase the pussy its a sin falls in ya lap its a blessing,"['chase', 'pussy', 'sin', 'fall', 'ya', 'lap', 'blessing']",chase pussy sin fall ya lap blessing
3,2,1,0,0,chasing these hoes better get cash nigga,"['chasing', 'hoe', 'better', 'get', 'cash', 'nigga']",chasing hoe better get cash nigga
3,0,3,0,1,cheated my way to get hahaha this bitch funny if youre so worried about me then stop subtweeting me dumb ass,"['cheated', 'way', 'get', 'hahaha', 'bitch', 'funny', 'youre', 'worried', 'stop', 'subtweeting', 'dumb', 'as']",cheated way get hahaha bitch funny youre worried stop subtweeting dumb as
3,1,2,0,1,cheater cheater pumpkin eater whered you find that no good white trash hoe trashy sloots,"['cheater', 'cheater', 'pumpkin', 'eater', 'whered', 'find', 'good', 'white', 'trash', 'hoe', 'trashy', 'sloots']",cheater cheater pumpkin eater whered find good white trash hoe trashy sloots
3,0,3,0,1,cheating isnt about good women and hoes simply about an alternate nut rt whoelsebutkey niggas cheat on good women everyday b,"['cheating', 'isnt', 'good', 'woman', 'hoe', 'simply', 'alternate', 'nut', 'rt', 'whoelsebutkey', 'nigga', 'cheat', 'good', 'woman', 'everyday', 'b']",cheating isnt good woman hoe simply alternate nut rt whoelsebutkey nigga cheat good woman everyday b
3,0,3,0,1,check his hoe for i check her,"['check', 'hoe', 'check']",check hoe check
3,1,2,0,1,check your slutty fat girl friends instagram picssee if she dont have five niggaz in every pic thirsting for fat girl pussy,"['check', 'slutty', 'fat', 'girl', 'friend', 'instagram', 'picssee', 'dont', 'five', 'niggaz', 'every', 'pic', 'thirsting', 'fat', 'girl', 'pussy']",check slutty fat girl friend instagram picssee dont five niggaz every pic thirsting fat girl pussy
3,0,0,3,2,cheeky thoughts as the rooster crows,"['cheeky', 'thought', 'rooster', 'crow']",cheeky thought rooster crow
3,0,0,3,2,cheer up charlie,"['cheer', 'charlie']",cheer charlie
3,0,0,3,2,cheers young lady rt shik bmorehumble foreverrrr younnnnng grabs flask and chugs,"['cheer', 'young', 'lady', 'rt', 'shik', 'bmorehumble', 'foreverrrr', 'younnnnng', 'grab', 'flask', 'chug']",cheer young lady rt shik bmorehumble foreverrrr younnnnng grab flask chug
6,0,6,0,1,cheese bitch chupacabra looking fuxk httptcogwhnzjcb,"['cheese', 'bitch', 'chupacabra', 'looking', 'fuxk', 'httptcogwhnzjcb']",cheese bitch chupacabra looking fuxk httptcogwhnzjcb
3,0,0,3,2,cheezits honey bbq lays oreos and a monstrous glass of  right now im the skinnyfat poster boy,"['cheezits', 'honey', 'bbq', 'lay', 'oreo', 'monstrous', 'glass', 'right', 'im', 'skinnyfat', 'poster', 'boy']",cheezits honey bbq lay oreo monstrous glass right im skinnyfat poster boy
3,0,3,0,1,chicago hoes love pink lipstick,"['chicago', 'hoe', 'love', 'pink', 'lipstick']",chicago hoe love pink lipstick
3,0,3,0,1,chicago niggas tell bitches anything when they tryna do dat mfa httpstcotjonjljym,"['chicago', 'nigga', 'tell', 'bitch', 'anything', 'tryna', 'dat', 'mfa', 'httpstcotjonjljym']",chicago nigga tell bitch anything tryna dat mfa httpstcotjonjljym
3,0,2,1,1,chick fil a wasnt about anti gay it was about the first ammendment if you didnt get that then you have no right to bitch about rights,"['chick', 'fil', 'wasnt', 'anti', 'gay', 'first', 'ammendment', 'didnt', 'get', 'right', 'bitch', 'right']",chick fil wasnt anti gay first ammendment didnt get right bitch right
3,0,3,0,1,chick got a man but no edges niggas got hoes but no diploma  damn,"['chick', 'got', 'man', 'edge', 'nigga', 'got', 'hoe', 'diploma', 'damn']",chick got man edge nigga got hoe diploma damn
3,0,3,0,1,chicks be mad at me for tweetin about hoes like im talkin about a specific someone lol sorry ladies if the shoe fits then wear it,"['chick', 'mad', 'tweetin', 'hoe', 'like', 'im', 'talkin', 'specific', 'someone', 'lol', 'sorry', 'lady', 'shoe', 'fit', 'wear']",chick mad tweetin hoe like im talkin specific someone lol sorry lady shoe fit wear
